file,sentence
common_voice_ru_20461394.mp3,Сохранение дел в обычном порядке недопустимо.
common_voice_ru_20461395.mp3,"Это были единственные слова, которые были сказаны искренно."
common_voice_ru_20461448.mp3,"По его убеждениям, самая лучшая жизнь была деревенская."
common_voice_ru_20461449.mp3,"Он испытывал чувство человека, выдернувшего долго болевший зуб."
common_voice_ru_20461450.mp3,Степан Трофимович догадался наконец и меня представил.
common_voice_ru_20461451.mp3,И она в привычных глазах светских людей достигала этого.
common_voice_ru_20461452.mp3,"Она является также источником вдохновения для всех тех, кто стремится к свободе."
common_voice_ru_20461453.mp3,"Пухлый офицер покорно встал, и они направились к двери."
common_voice_ru_20461454.mp3,"Кити рассказала это, не придавая никакого значения этим словам."
common_voice_ru_20461455.mp3,"Нужно спокойствие, доверие, и я возьму на себя."
common_voice_ru_20461477.mp3,Мы добивались именно этой цели.
common_voice_ru_20461478.mp3,Утро это было очень занято у Алексея Александровича.
common_voice_ru_20461479.mp3,Липутин развел руками в виде угнетенной невинности.
common_voice_ru_20461480.mp3,"Мы должны привить сегодняшней молодежи идеалы мира, терпимости и взаимопонимания."
common_voice_ru_20461487.mp3,Но что ж она могла сказать или сделать?
common_voice_ru_20461488.mp3,"Анна прищурившись смотрела на нее и улыбнулась, пожав ей руку."
common_voice_ru_20461504.mp3,Ласковое выражение его лица вдруг исчезло; что-то злобное засверкало в глазах.
common_voice_ru_20461505.mp3,Начала было и вдруг расплакалась и выбежала из комнаты.
common_voice_ru_20461506.mp3,Особую важность имеет вопрос привлечения молодежи к общественной жизни.
common_voice_ru_20461507.mp3,"Сейчас мы должны принять меры для реализации призыва, изложенного в прошлогодней резолюции:"
common_voice_ru_20461518.mp3,На протяжении трех последних лет я собираю информацию о современной практике.
common_voice_ru_20461519.mp3,И нам необходимо вовлечь их в процесс принятия решений.
common_voice_ru_20461520.mp3,Она видела в этом презрительный намек на свои занятия.
common_voice_ru_20461522.mp3,Пленарному заседанию следует надлежащим образом принять это к сведению.
common_voice_ru_20461533.mp3,Позвольте мне добавить несколько слов в своем национальном качестве.
common_voice_ru_20461538.mp3,Мало ли женщина в свете с кем может говорить?
common_voice_ru_20461539.mp3,"Ты поезжай туда, а я заеду, и вместе куда-нибудь обедать."
common_voice_ru_20461553.mp3,У Варвары Петровны действительно стояли слезы в глазах.
common_voice_ru_20461554.mp3,Состояние Анны и Вронского во время пребывания за границей.
common_voice_ru_20461556.mp3,"Это дурно, но я не могу, я не могу."
common_voice_ru_20461583.mp3,"Другой, отставной офицер, тоже произвел неприятное впечатление на Катавасова."
common_voice_ru_20461584.mp3,Дарья Александровна исполнила свое намерение и поехала к Анне.
common_voice_ru_20461586.mp3,Это он понимал и этим был вполне счастлив.
common_voice_ru_20461587.mp3,"Может быть, вы склонны смотреть на вещи слишком трагически."
common_voice_ru_20461688.mp3,"Она девка, а ты барин, — проговорил он, подергиваясь шеей."
common_voice_ru_20461693.mp3,Дети с испуганным и радостным визгом бежали впереди.
common_voice_ru_20461733.mp3,А тебе доставляет удовольствие смотреть на Терезу в костюме Евы...
common_voice_ru_20461794.mp3,Удивила меня тоже уж слишком необыкновенная невежливость тона Петра Степановича.
common_voice_ru_20461795.mp3,"Поэтому обществу следует обеспечивать молодежи адекватные образование, благополучие, отдых, подготовку и профессионально-техническое развитие."
common_voice_ru_20461796.mp3,Наше правительство придает громадное значение этому значительному сегменту нашего общества.
common_voice_ru_20461798.mp3,"Наша делегация также с нетерпением ожидает доклада по обзору, проходящему в Женеве."
common_voice_ru_20106134.mp3,Поэтому мы должны четко сбалансировать стратегические цели с практически осуществимыми долгосрочными мерами.
common_voice_ru_20106135.mp3,Однако Африка также должна выполнять собственные обязательства.
common_voice_ru_20106136.mp3,"Мы также призываем Совет Безопасности рассмотреть меры, которые обеспечили бы выполнение этой резолюции."
common_voice_ru_20106138.mp3,В этой связи мы хотели бы подчеркнуть следующее.
common_voice_ru_20106139.mp3,Соединенные Штаты направляют военно-морские силы к Ливии для возможного вмешательства».
common_voice_ru_20106140.mp3,Мы видим бездействие даже перед лицом самых очевидных актов агрессии.
common_voice_ru_20106141.mp3,"Фактически, Непал страдает от двойного груза этих заболеваний — инфекционных и неинфекционных болезней."
common_voice_ru_20106142.mp3,Как же мы применяли их в эти трудные времена?
common_voice_ru_20106144.mp3,Посредничество — это незаменимый путь к достижению прочного и справедливого мира.
common_voice_ru_20106146.mp3,"Мы вновь собрались, чтобы в очередной раз отметить Международный день солидарности с палестинским народом."
common_voice_ru_20106152.mp3,Резолюция направлена на укрепление роли Организации Объединенных Наций в вопросах посредничества.
common_voice_ru_20106154.mp3,Сегодня мне хотелось бы подробней остановиться на таких ситуациях.
common_voice_ru_20106155.mp3,"Важно отметить, что солидарность проявило все международное сообщество в поистине исторических масштабах."
common_voice_ru_20106156.mp3,"Мы знаем, что такое подобные перемены."
common_voice_ru_20106159.mp3,Это негативно сказывается на обеспечении населения медикаментами и неизбежно ведет к повышению уровня смертности.
common_voice_ru_20106161.mp3,Все правительства несут основополагающую и неоспоримую ответственность по защите своего народа.
common_voice_ru_20106171.mp3,"Проблема изменения климата — это, пожалуй, наиболее наглядный пример неотложной глобальной проблемы."
common_voice_ru_20106177.mp3,Союз в последние десятилетия выступает инициатором значительных позитивных перемен в международной жизни.
common_voice_ru_20106178.mp3,Совету Безопасности пора ввести санкции против сирийского режима и поддержать сирийский народ.
common_voice_ru_20106179.mp3,"Каждый день мы слышим расистское сквернословие, нас запугивают и преследуют."
common_voice_ru_20106190.mp3,Мы все должны взять на себя обязательства в рамках глобальных усилий по сохранению планеты.
common_voice_ru_20106197.mp3,Я запамятовала тут одну вещь.
common_voice_ru_20106199.mp3,Дата заседания будет объявлена отдельно.
common_voice_ru_20106202.mp3,Это великий вклад моей страны в обеспечение глобального мира и стабильности.
common_voice_ru_20106204.mp3,"Я рад сообщить о том, что мы добились в результате большого успеха."
common_voice_ru_20106206.mp3,Наш долг — обеспечить устойчивое будущее для нашей планеты и ее жителей.
common_voice_ru_20106213.mp3,"Я надеюсь, что в будущем авторы доклада постараются надлежащим образом учесть такие вопросы."
common_voice_ru_20106214.mp3,"В ее основу должны быть положены принципы демократии, справедливости и равенства."
common_voice_ru_20106222.mp3,"Мы считаем, что необходимо ускорить согласование и принятие всеобъемлющей конвенции по международному терроризму."
common_voice_ru_20106226.mp3,"Представляется очень важным придерживаться общенационального подхода, разделяемого правительством и гражданским обществом."
common_voice_ru_20106235.mp3,"Куба поддерживает немедленное расширение Совета Безопасности в категориях как постоянных, так и непостоянных членов."
common_voice_ru_20106236.mp3,"Более того мы отметили, что постоянно отсутствует реальный аналитический подход в процессе подготовки доклада."
common_voice_ru_20106237.mp3,"Президент предложил населению работать сообща в интересах нации, несмотря на разногласия."
common_voice_ru_20106239.mp3,"Мое Управление надеется решить задачи, возложенные на него согласно резолюции."
common_voice_ru_20106244.mp3,Ядерное нераспространение и разоружение тесно взаимосвязаны.
common_voice_ru_20106246.mp3,Я с энтузиазмом одобряю его усилия по восстановлению стабильности и внутреннего мира.
common_voice_ru_20106247.mp3,"Обеспечение охраны, безопасности и мотивации миротворцев должно стать неотъемлемой частью успешного осуществления миротворческих миссий."
common_voice_ru_20106249.mp3,"Опять-таки, мной восхищаются, но ответа нет."
common_voice_ru_20106251.mp3,"И ни одно из этих государств не утверждает, что не является суверенным."
common_voice_ru_20106253.mp3,"Успех посредничества опирается, среди прочего, на четкое определение полномочий."
common_voice_ru_20106272.mp3,"Необходимо, чтобы мы обеспечили устойчивый характер нашего рыболовства."
common_voice_ru_20106274.mp3,С учетом культурных аспектов четырех факторов риска необходим индивидуальный подход.
common_voice_ru_20106276.mp3,В то же время под эгидой Организации Объединенных Наций был согласован переговорный процесс.
common_voice_ru_20236961.mp3,"И, прорвавшись через цепь, они закружились, завертелись в отчаянно веселом танце."
common_voice_ru_20236963.mp3,"И хотя удалось добиться немалых успехов, многое еще предстоит сделать."
common_voice_ru_20236988.mp3,В противном случае уничтожения этих посевов будет просто недостаточным для достижения наших целей.
common_voice_ru_20236996.mp3,"Движение утверждает демократические ценности в рамках социальной справедливости, религиозного и культурного разнообразия."
common_voice_ru_20237001.mp3,"Общая культура, объединяющая всю диаспору, как путеводная звезда, указывает заблудившимся потомкам дорогу домой."
common_voice_ru_20237028.mp3,"В то время как общий объем ресурсов, необходимых для осуществления выданных Советом по правам."
common_voice_ru_20237030.mp3,"Мы располагаем мощными инструментами; мы должны проявить волю, чтобы использовать их."
common_voice_ru_20237042.mp3,Я также благодарен устным переводчикам за проявленную ими гибкость.
common_voice_ru_20237045.mp3,Завершение переходного процесса не должно означать прекращения участия международного сообщества в Афганистане.
common_voice_ru_20237144.mp3,Китай глубоко обеспокоен нестабильностью в Западной Азии и Северной Африке.
common_voice_ru_20237153.mp3,Я завершаю свое выступление.
common_voice_ru_20237158.mp3,В глубине залы чуть-чуть отворилась дверь; чья-то голова просунулась и торопливо спряталась.
common_voice_ru_20237160.mp3,"Китай надеется, что Агентство будет уделять первоочередное внимание следующим вопросам."
common_voice_ru_20237161.mp3,Однако необходимо сделать гораздо большее.
common_voice_ru_20237162.mp3,"Исследования показали, что злоупотребление алкоголем в Монголии также связано с бедностью."
common_voice_ru_20237165.mp3,Само право не признает применения избирательного подхода и двойных стандартов.
common_voice_ru_20445455.mp3,И руки и широкие кости казались еще огромнее.
common_voice_ru_20445457.mp3,"Я не говорю про страдания, я их не боюсь."
common_voice_ru_20445459.mp3,"Он ничего не знает и не думает, — сказал Левин."
common_voice_ru_20445478.mp3,"Алексей Александрович загородил ее собою, давая ей время оправиться."
common_voice_ru_20445497.mp3,С самого момента достижения независимости Марокко сделало обеспечение доступа к воде своей приоритетной задачей.
common_voice_ru_20445498.mp3,"Итоговый документ нацелен на конкретные действия, и сегодняшние заявления необходимо превратить в завтрашние действия."
common_voice_ru_20445499.mp3,"Молодые люди активно пользуются им и сделали его средством общения, которое не знает границ."
common_voice_ru_20445500.mp3,Вместе с тем мы не поддерживаем расширение Совета в категории постоянных членов.
common_voice_ru_20445501.mp3,Члены Группы восточноевропейских государств готовы тесно сотрудничать с Южным Суданом на этом пути.
common_voice_ru_20445515.mp3,"Он был совсем не такой, каким воображал его Константин."
common_voice_ru_20526870.mp3,Участие и любовь непритворные видны были на лице Анны.
common_voice_ru_20526872.mp3,"Ты знаешь, отчего я еду нынче, а не завтра?"
common_voice_ru_20526873.mp3,Последняя беседа Анны с Долли о своем положении.
common_voice_ru_20526874.mp3,"Кроме того, образование должно способствовать утверждению ценностей социально-политической активности."
common_voice_ru_20526881.mp3,"Вошли и в ту комнату, которую князь называл умною."
common_voice_ru_20526883.mp3,И в этом у нас есть основания для надежды.
common_voice_ru_20526892.mp3,"Очень благодарю вас, — обратилась она к молодому Шведу."
common_voice_ru_20526904.mp3,Никто ему не ответил; молчали целую минуту.
common_voice_ru_20526910.mp3,Однако здоровье наших людей важнее интересов деловых кругов.
common_voice_ru_20526911.mp3,Мы также высоко оцениваем заинтересованность Генерального секретаря в возобновлении переговоров по разоружению и нераспространению.
common_voice_ru_20526913.mp3,"Мы должны инвестировать в секторы, которые создают для молодых людей рабочие места."
common_voice_ru_20526914.mp3,Мы признательны за эту возможность проанализировать работу Совета за этот период.
common_voice_ru_20526917.mp3,"Проблемы нищеты, отсутствия продовольственной безопасности и опустынивания взаимосвязаны и должны решаться в совокупности."
common_voice_ru_21278805.mp3,"Кити молчала, и лицо ее имело строгое выражение."
common_voice_ru_21278806.mp3,Я имею в виду создание группы друзей.
common_voice_ru_21278807.mp3,"Мы убеждены, что имеются элементы для продвижения этой цели."
common_voice_ru_21278808.mp3,"Тем не менее, многое еще предстоит сделать."
common_voice_ru_21278809.mp3,Однако для этого необходимо приложить еще больше усилий и быть готовым пойти на жертвы.
common_voice_ru_21278812.mp3,И в моем собственном доме!
common_voice_ru_21278814.mp3,Ядерное оружие представляет величайшую угрозу для существования человечества.
common_voice_ru_25900106.mp3,Мы урегулируем наши разногласия путем диалога и в духе сотрудничества.
common_voice_ru_25900109.mp3,Он принимает решение в случае если процессу перестанет хватать изначально выделенных ресурсов
common_voice_ru_25900208.mp3,В самом начале данной работы было предложено сделать скорость сети неограниченной
common_voice_ru_25900210.mp3,Однако для повышения вероятности успеха и устойчивости этих усилий крайне важна поддержка международного сообщества.
common_voice_ru_25900212.mp3,Они не смогут считать и проинспектировать оперативную память других приложений
common_voice_ru_25900226.mp3,"Я счастлив ее любовью, но я должен иметь занятия."
common_voice_ru_25900227.mp3,Участие в ней региональных субъектов является залогом ее жизнеспособности.
common_voice_ru_25900228.mp3,"На поле — поляне, на высоком кургане."
common_voice_ru_25900236.mp3,Оборудование будет находиться на надлежащем обслуживании квалифицированными специалистами
common_voice_ru_25900237.mp3,Все узлы кластера должны находиться под управлением операционной системы
common_voice_ru_25900241.mp3,"Однако сейчас мы рискуем утратить то, чего нам удалось достичь такими усилиями."
common_voice_ru_25900262.mp3,Посчитав разницу в площади можно получить результат
common_voice_ru_25900263.mp3,В свое время тут будет указано общее число пленарных заседаний.
common_voice_ru_25900284.mp3,На этой неделе новое правительство приняло пакет важных экономических и бюджетных мер.
common_voice_ru_25900289.mp3,В основе кризисов зачастую лежат политические вопросы.
common_voice_ru_25900293.mp3,Именно поэтому власти моей страны приняли решение к концу этого года предоставить дополнительное финансирование.
common_voice_ru_25900306.mp3,Эта система открывает путь к созданию в нашем регионе общего фонда физических денежных средств.
common_voice_ru_25900307.mp3,Для этого необходимо использовать драйвер файловой системы
common_voice_ru_25900308.mp3,"Никарагуа считает, что годом молодежи является каждый год."
common_voice_ru_25900344.mp3,Контейнеры используют хостовую операционную систему и такое использование ресурсов довольно мало
common_voice_ru_25900345.mp3,"Будем рассматривать их не по отдельности, а как общую нагрузку в системе"
common_voice_ru_25900346.mp3,Нашей общей задачей должно стать достижение долгожданной цели освобождения мира от ядерного оружия.
common_voice_ru_25900348.mp3,Ускорение работы приложений за счет свободных ресурсов кластера без параллелизации
common_voice_ru_25900349.mp3,Выступать в этом форуме — большая честь и привилегия.
common_voice_ru_25900350.mp3,Мы призываем все государства полностью выполнять обязательства по данной Конвенции.
common_voice_ru_25900351.mp3,"Поэтому, пожалуйста, не могли бы Вы также следовать этой просьбе?"
common_voice_ru_25900352.mp3,"Недопущение повторного появления химического оружия, а также его неправомерного использования представляет собой многогранную задачу."
common_voice_ru_25900354.mp3,Продолжает обостряться необходимость расширения представительности и повышения эффективности Совета.
common_voice_ru_25900355.mp3,Мы поддерживаем его усилия.
common_voice_ru_25900356.mp3,Зловредные приложения не смогут подменить собою другие приложения
common_voice_ru_25900357.mp3,"Первичная медико-санитарная помощь, включая институт семейного доктора, должна играть центральную роль."
common_voice_ru_25900358.mp3,Мы сожалеем о прекращении действия моратория на строительство поселений.
common_voice_ru_25900370.mp3,Какой народ отказался бы от этих вечных ценностей?
common_voice_ru_25900371.mp3,Устойчивость системы к вирусному заражению или хакерскому взлому
common_voice_ru_25900373.mp3,Мы благодарим Генерального секретаря за созыв этого исторического совещания.
common_voice_ru_25900395.mp3,В вышеприведенном примере вся работа выполнится на двадцать процентов быстрее
common_voice_ru_25900397.mp3,Вопросы макроэкономической политики.
common_voice_ru_25900398.mp3,Я передам шеф-повару.
common_voice_ru_25900421.mp3,"Более того, в дальнейшем будущем ожидается развитие сетей"
common_voice_ru_25900422.mp3,"К сожалению, расходы на военные цели в мире продолжают расти каждый год."
common_voice_ru_25900423.mp3,"И он отвечал ей просто, хотя и шутливо."
common_voice_ru_25900433.mp3,Пользователь может передавать по сети данные другим сотрудникам организации
common_voice_ru_25900435.mp3,В этой связи хотел бы особо остановиться на российских приоритетах.
common_voice_ru_25900437.mp3,"Он не верил, что оно так и кончилось!"
common_voice_ru_25900449.mp3,Функционал передачи бесшовных окон позволит сократить время на сжатие передаваемого изображения
common_voice_ru_25900450.mp3,Несостоятельность неолиберальной политики подтверждается научными кругами и на экспериментальной основе.
common_voice_ru_25900452.mp3,Скорость и пинг интернет-соединения пользователя
common_voice_ru_25945873.mp3,И этот год не станет исключением.
common_voice_ru_25945874.mp3,Он должен перенять множество функций управления операционной системы и обладать следующим функционалом
common_voice_ru_25945875.mp3,Результатом стал новый смелый план действий.
common_voice_ru_25945876.mp3,Способны ли мы оправдать их надежды?
common_voice_ru_25945877.mp3,Оно является важнейшей частью нашего исторического становления и нашей национальной самобытности.
common_voice_ru_25945890.mp3,Конференция по разоружению может работать лишь на основе принципа равной безопасности всех государств.
common_voice_ru_25945891.mp3,Она не признала и даже не попыталась опровергнуть этот противозаконный акт.
common_voice_ru_25945892.mp3,Приложения не будут иметь полного доступа ко всем пользовательским данным
common_voice_ru_25945911.mp3,"Прежде были гегелисты, а теперь нигилисты."
common_voice_ru_36986895.mp3,Вронский в своей лагерной избе в Красном селе.
common_voice_ru_36986931.mp3,"Вот башня, револьвером небу к виску, разит красотою нетроганой."
common_voice_ru_36986932.mp3,Я потому не был у вас.
common_voice_ru_36986973.mp3,Они-де всегда были на страже его выгод.
common_voice_ru_36986975.mp3,При сохранении гениев не было бы живых идеалов.
common_voice_ru_36986976.mp3,"Не знаю, под влиянием ли болезни, или начинавшейся перемены мировоззрения, которой я не замечал."
common_voice_ru_36995449.mp3,"Первая кадриль была уж отдана Вронскому, она должна была отдать этому юноше вторую."
common_voice_ru_36995450.mp3,"Но Вронский, казалось, не сомневался в этом."
common_voice_ru_36995470.mp3,Я учу детей Библии каждый четверг.
common_voice_ru_36995477.mp3,Анна Аркадьевна Каренина имела друзей и тесные связи в трех различных кругах.
common_voice_ru_36995481.mp3,Вронский и Анна продолжали сидеть у маленького стола.
common_voice_ru_36995495.mp3,"Буду, бешеный, вгрызаться в ножища, пахнущие потом и базаром."
common_voice_ru_36995497.mp3,"День еще — выгонишь, может быть, изругав."
common_voice_ru_36995499.mp3,В чем сегодня буду фигурять я на балу в Реввоенсовете?
common_voice_ru_36995529.mp3,"Гении большею частью развиваются односторонне, даже в ущерб другим своим свойствам."
common_voice_ru_36995560.mp3,"Согнутая тень человека проскользнула под ее ногами, и послышались звуки молотка по железу."
common_voice_ru_36995563.mp3,От зевоты скулы разворачивает аж!
common_voice_ru_36995592.mp3,Мы выпили и закусили холодным мясом.
common_voice_ru_36995607.mp3,"Да, но там Дармштадт был в Америке."
common_voice_ru_36995609.mp3,Адом стоит на земле.
common_voice_ru_36995610.mp3,"Его называли лягушачьим танцмейстером, так как он производил опыты с лягушками."
common_voice_ru_36995620.mp3,"Погода там будет солнечной, поэтому всем обязательно взять с собой панамы."
common_voice_ru_36995621.mp3,"Он в белой рубашке сидел верхом на стуле, хмурился глазами и улыбался ртом."
common_voice_ru_36995638.mp3,"Каждого, кто об отдыхе взмолится, оплюй в его весеннем дне!"
common_voice_ru_36995647.mp3,Я не могу жить с ним.
common_voice_ru_36995707.mp3,Она ленивее стала искать и точно с недоумением или укоризною оглядывалась на охотников.
common_voice_ru_36995717.mp3,"Ведь, если звезды зажигают — значит – это кому-нибудь нужно?"
common_voice_ru_36995718.mp3,Она захлопнула шифоньерку и взглянула на него.
common_voice_ru_36995731.mp3,Мне лучше знать что я делаю.
common_voice_ru_36995732.mp3,"Если гений силен, а семья слаба, то он упорствует."
common_voice_ru_36995748.mp3,"И сразу дорога нудней и нудней, в туннель, тормозами тужась."
common_voice_ru_36995749.mp3,Что за охота спорить?
common_voice_ru_36995750.mp3,Другой более важный для патологии пример не подлежит такому ограничению.
common_voice_ru_36995758.mp3,А зачем ему резинка?
common_voice_ru_36995761.mp3,Сравните: я и – он!
common_voice_ru_36995929.mp3,"Ну, князь Чеченский, известный."
common_voice_ru_36995999.mp3,"Он приедет, ему больно будет видеть ее."
common_voice_ru_36996000.mp3,"Подведи сюда, и дайте сахару."
common_voice_ru_36996001.mp3,"Ну, слушай, это тоже неплохо."
common_voice_ru_36996002.mp3,"Она видела, что они чувствовали себя наедине в этой полной зале."
common_voice_ru_36996026.mp3,Сергей Иванович ходил рядом с ней и не переставая любовался ею.
common_voice_ru_36996092.mp3,"Что он настолько восторжествует, что Аристотеля назовут Аристотелишкой."
common_voice_ru_36996094.mp3,"Улица клубилась, визжа и ржа."
common_voice_ru_36996099.mp3,Эта быстрая езда успокоила его.
common_voice_ru_36996101.mp3,Мы выдадим вам сертификат об окончании прохождения специализированных курсов.
common_voice_ru_36996106.mp3,"У меня тогда начиналась чахотка, а с нею еще кое-что, пожалуй, поважнее чахотки."
common_voice_ru_36996121.mp3,"Он видел теперь ясно, что Кауфман и Мичели ничего не имеют сказать ему."
common_voice_ru_36996125.mp3,Мы сидели молча и прислушивались.
common_voice_ru_36996127.mp3,"Этот вздох, казалось, еще более раздражил Николая."
common_voice_ru_36996131.mp3,Я ничего дурного не сделала.
common_voice_ru_36996153.mp3,"Ведь я знаю, все забудут."
common_voice_ru_36996154.mp3,В семь часов его разбудило прикосновение ее руки к плечу и тихий шопот.
common_voice_ru_36996189.mp3,И жуток шуток клюющий смех — из желтых ядовитых роз возрос зигзагом.
common_voice_ru_36996202.mp3,Алексеев прошёлся по кухне.
common_voice_ru_36996203.mp3,Алексей Александрович вполне понял теперь.
common_voice_ru_36996228.mp3,"Вынесут кучки на дорогу, а телега подъедет."
common_voice_ru_36996229.mp3,"Мне так это весело будет, — действительно весело блестя глазами, сказал Левин."
common_voice_ru_36996243.mp3,"Все попытки были сделаны, винт свинтился."
common_voice_ru_36996247.mp3,А смотреть в этой панамке удобно?
common_voice_ru_36996255.mp3,"Изредка также, участвовал он и в буйных его увеселениях."
common_voice_ru_36996256.mp3,Это оскорбление как будто падало на него.
common_voice_ru_36996439.mp3,"Он приехал к Брянскому, пробыл у него пять минут и поскакал назад."
common_voice_ru_36996440.mp3,Это всё можно уничтожить и поправить.
common_voice_ru_30362321.mp3,Он указал на другого помещика.
common_voice_ru_30362324.mp3,Вон там шагает по мосту...
common_voice_ru_30362327.mp3,Потом домой пришел и дома еще полночи говорил!
common_voice_ru_30362328.mp3,Нынче я ездил мирить их.
common_voice_ru_30362391.mp3,"Отличный лед, надевайте же коньки."
common_voice_ru_30362392.mp3,"Ведь не может же быть, чтоб нигде не кончалась!"
common_voice_ru_30362393.mp3,"У них не голова на плечах, а странные и страшные шары."
common_voice_ru_30362395.mp3,лейтенант
common_voice_ru_30362458.mp3,Два аршина безлицего розоватого теста: хоть бы метка была в уголочке вышита.
common_voice_ru_30362459.mp3,Она трудна.
common_voice_ru_30362462.mp3,Вот оно!
common_voice_ru_30362490.mp3,десять штук
common_voice_ru_30362491.mp3,Ты мучаешься и о нем.
common_voice_ru_30362492.mp3,"По-моему, это остроумно, потому что в меру смешно."
common_voice_ru_30365597.mp3,Мать ответила: — Один уже здесь.
common_voice_ru_30365598.mp3,"Здравствуй, здравствуй."
common_voice_ru_30365599.mp3,"Осуждали Карениных, жену и мужа."
common_voice_ru_30365600.mp3,Она не дала договорить ему.
common_voice_ru_30365671.mp3,Обед был накрыт на четырех.
common_voice_ru_30365672.mp3,Предсказание Марьи Николаевны было верно.
common_voice_ru_30365674.mp3,"Во всяком случае, я видел хорошо её лицо."
common_voice_ru_30365692.mp3,восемьдесят семь груш
common_voice_ru_30365694.mp3,"Он увидел эту улыбку, и странное заблуждение нашло на него."
common_voice_ru_30365695.mp3,случилось
common_voice_ru_30365706.mp3,Но этого всего не думал Левин.
common_voice_ru_30365726.mp3,успели
common_voice_ru_30365727.mp3,Он никогда не говорит неправды.
common_voice_ru_30365728.mp3,Партия Бертенева против русских коммунистов?
common_voice_ru_30365729.mp3,Труднее в трагедии.
common_voice_ru_30365730.mp3,"Но и не объяснит, всё-таки поверю."
common_voice_ru_30365738.mp3,Каренин приезжал на похороны.
common_voice_ru_30365740.mp3,Какой у тебя номер телефона?
common_voice_ru_30365762.mp3,"Послышался смех, крики."
common_voice_ru_30365764.mp3,Степан Аркадьич вздохнул.
common_voice_ru_30365785.mp3,Что мне от него нужно!
common_voice_ru_30365786.mp3,"Ну, у нас места нет."
common_voice_ru_30365787.mp3,"Она заслужила его, ты скажешь."
common_voice_ru_30365788.mp3,"И никто не мог объяснить, как это случилось."
common_voice_ru_30365789.mp3,И они приближались.
common_voice_ru_30365805.mp3,Так прошло три дня.
common_voice_ru_30365806.mp3,говорят
common_voice_ru_30365808.mp3,Несколько скачков они прошли рядом.
common_voice_ru_30365834.mp3,"Ну, расскажи про себя. Какие-нибудь интересные случаи из жизни!"
common_voice_ru_30365836.mp3,Одно это могло его поднять.
common_voice_ru_30365839.mp3,Судьбы свершился приговор!
common_voice_ru_30365840.mp3,Но ты не удовлетворишься этим.
common_voice_ru_30365841.mp3,половина
common_voice_ru_30365847.mp3,Я был виноват.
common_voice_ru_30365849.mp3,Повози-ка меня еще по комнатам.
common_voice_ru_30365850.mp3,"Поглядите, как он облизывается и как он щурится."
common_voice_ru_30365851.mp3,стороны
common_voice_ru_30365852.mp3,"— Послушайте, перестаньте!"
common_voice_ru_30365853.mp3,Я опустил ее в чемодан и попробовал закрыть крышкой.
common_voice_ru_30365854.mp3,Денежные затруднения Левина.
common_voice_ru_30365855.mp3,Но Анна не слушала ее.
common_voice_ru_30368498.mp3,– Точно так-с: я вчера только приехала из провинции.
common_voice_ru_30368500.mp3,Но для этого...
common_voice_ru_30368502.mp3,"Закончив играть, она быстро поднялась и, повернувшись к кусту, громко спросила: – Послушайте!"
common_voice_ru_30368532.mp3,Трудно любить женщину и делать что-нибудь.
common_voice_ru_30368533.mp3,Она спросила его о скачках.
common_voice_ru_30368588.mp3,Из его последней эпохи.
common_voice_ru_25190229.mp3,"Филиппины считают, что ядерное разоружение и ядерное нераспространение остаются нашей самой главной, приоритетной задачей."
common_voice_ru_25190231.mp3,"Мы также согласны с тем, что очень важно сохранять гражданский характер чрезвычайной гуманитарной помощи."
common_voice_ru_25190232.mp3,"Итак, ход событий меняется, и я надеюсь, что мы справимся с этим вызовом."
common_voice_ru_25190233.mp3,"Турция всегда была твердым сторонником принципов и целей, воплощенных в Уставе Организации Объединенных Наций."
common_voice_ru_25190640.mp3,Ведь он не мальчик: пора бросить эту ерунду.
common_voice_ru_25190642.mp3,Наша дружба с Израилем имеет глубокие и прочные корни.
